trip_id;trip_start_utc;driver_id;vehicle_id;pickup_zone;dropoff_zone;distance_km;duration_min;fare_amount;payment;platform;surge_multiplier
T33011282;2026-06-21T15:22:00+03:00;DR-1033;VH-016;Centre;Airport;10.04;34.8;24.69;CASH;RideGo;1.0
T33011283;2026-01-17T16:13:00+03:00;DR-1007;VH-023;Suburbs;East;11.3;31.4;30.23;Card;RideGo;1.2
T33011284;2026-04-29T03:45:00+03:00;DR-1028;VH-026;Airport;-;7.61;27.4;29.73;card;Direct;1.5
T33011285;2026-03-29T17:27:00+03:00;DR-1049;VH-012;Suburbs;East;10.48;32.9;24.66;card;RideGo;1.0
T33011286;2026-05-19T12:46:00+03:00;DR-1034;VH-010;Suburbs;Port;9.16;38.7;37.16;CASH;RideGo;1.5
T33011287;2026-02-24T13:51:00+03:00;DR-1044;VH-012;West;Suburbs;3.89;21.6;13.92;wallet;CityHail;1.0
T33011288;2026-05-14T05:01:00+03:00;DR-1054;VH-018;Suburbs;Centre;2.8;16.7;20.34;card;CityHail;1.8
T33011289;2026-02-19T01:49:00+03:00;DR-1046;VH-008;North;Port;1.52;8.0;13.3;CASH;CityHail;1.8
T33011290;2026-05-09T09:47:00+03:00;DR-1023;VH-028;Port;Suburbs;2.04;9.5;8.41;card;RideGo;1.0
T33011291;2026-02-18T15:49:00+03:00;DR-1041;VH-023;Suburbs;North;7.11;32.2;20.59;wallet;RideGo;1.0
T33011292;2026-05-05T12:10:00+03:00;DR-1039;VH-042;Centre;Port;4.06;15.9;12.52;Card;RideGo;1.0
T33011293;2026-06-07T12:17:00+03:00;DR-1002;VH-005;Centre;Suburbs;3.52;15.4;17.64;Card;Direct;1.5
T33011294;2026-05-12T07:30:00+03:00;DR-1011;VH-023;Suburbs;Port;8.03;30.4;21.15;wallet;CityHail;1.0
T33011295;2026-03-15T04:13:00+03:00;DR-1057;VH-004;East;Suburbs;1.53;8.4;7.51;cash;Direct;1.0
T33011296;2026-06-28T08:51:00+03:00;DR-1023;VH-030;North;-;1.61;7.9;13.43;Card;Direct;1.8
T33011297;2026-03-28T16:02:00+03:00;DR-1066;VH-006;Centre;Suburbs;5.18;17.1;16.97;Card;RideGo;1.2
T33011298;2026-01-16T02:27:00+03:00;DR-1045;VH-039;Port;West;3.62;17.1;12.35;card;CityHail;1.0
T33011299;2026-05-27T03:31:00+03:00;DR-1009;VH-024;North;Port;11.82;36.3;27.16;card;Direct;1.0
T33011300;2026-01-25T12:41:00+03:00;DR-1036;VH-016;Centre;Port;4.42;23.2;17.98;Card;Direct;1.2
T33011301;2026-01-09T20:04:00+03:00;DR-1012;VH-031;Port;Suburbs;10.78;47.9;29.21;card;RideGo;1.0
T33011302;2026-01-05T12:54:00+03:00;DR-1025;VH-011;Centre;Airport;13.24;41.9;30.36;card;RideGo;1.0
T33011303;2026-02-08T02:41:00+03:00;DR-1050;VH-001;North;North;3.48;10.5;15.51;card;CityHail;1.5
T33011304;2026-05-02T04:46:00+03:00;DR-1009;VH-038;Centre;Suburbs;3.95;14.4;11.97;card;CityHail;1.0
T33011305;2026-04-21T01:02:00+03:00;DR-1034;VH-004;Port;Centre;3.36;20.3;19.42;card;Direct;1.5
T33011306;2026-05-10T15:18:00+03:00;DR-1012;VH-041;North;Port;1.02;7.8;6.76;Card;CityHail;1.0
T33011307;2026-01-18T11:39:00+03:00;DR-1040;VH-006;East;-;1.33;7.2;6.95;cash;RideGo;1.0
T33011308;2026-03-25T06:36:00+03:00;DR-1038;VH-005;Airport;Suburbs;5.47;17.7;21.98;Card;RideGo;1.5
T33011309;2026-04-11T12:26:00+03:00;DR-1066;VH-024;Airport;North;11.67;57.1;39.37;CASH;Direct;1.2
T33011310;2026-03-12T22:04:00+03:00;DR-1045;VH-027;West;Port;1.14;5.5;9.38;Card;CityHail;1.5
T33011311;2026-02-20T16:46:00+03:00;DR-1041;VH-008;Port;Airport;9.77;36.1;24.74;CASH;RideGo;1.0
T33011312;2026-04-06T23:31:00+03:00;DR-1046;VH-033;Centre;Port;11.61;50.0;30.75;card;RideGo;1.0
T33011313;2026-03-22T04:28:00+03:00;DR-1039;VH-013;West;Port;9.96;30.0;23.25;CASH;RideGo;1.0
T33011314;2026-03-14T17:51:00+03:00;DR-1057;VH-016;Centre;Port;11.52;41.2;28.18;Card;RideGo;1.0
T33011315;2026-03-09T05:16:00+03:00;DR-1002;VH-021;North;Suburbs;6.61;22.6;17.33;wallet;CityHail;1.0
T33011316;2026-04-17T03:33:00+03:00;DR-1032;VH-007;Airport;East;9.4;44.1;26.56;wallet;CityHail;1.0
T33011317;2026-03-10T15:31:00+03:00;DR-1006;VH-038;North;Airport;3.28;17.5;14.48;Card;CityHail;1.2
T33011318;2026-03-12T05:48:00+03:00;DR-1049;VH-026;West;North;5.56;29.1;17.94;card;CityHail;1.0
T33011319;2026-02-28T14:14:00+03:00;DR-1022;VH-016;Port;Airport;17.27;46.4;43.5;wallet;RideGo;1.2
T33011320;2026-03-14T12:59:00+03:00;DR-1041;VH-025;North;Centre;1.17;5.3;6.23;cash;Direct;1.0
T33011321;2026-05-26T06:06:00+03:00;DR-1010;VH-016;East;East;3.22;19.9;22.82;wallet;Direct;1.8
T33011322;2026-06-03T09:20:00+03:00;DR-1068;VH-026;Port;North;16.56;54.3;37.65;cash;Direct;1.0
T33011323;2026-04-06T04:36:00+03:00;DR-1054;VH-018;West;North;7.47;31.4;24.94;CASH;CityHail;1.2
T33011324;2026-01-05T02:17:00+03:00;DR-1042;VH-041;Airport;West;10.44;37.5;31.09;wallet;CityHail;1.2
T33011325;2026-05-10T11:06:00+03:00;DR-1064;VH-028;Airport;Airport;3.62;14.4;13.92;wallet;CityHail;1.2
T33011326;2026-04-26T16:45:00+03:00;DR-1057;VH-023;Airport;Airport;12.63;52.5;32.62;Card;Direct;1.0
T33011327;2026-06-11T00:56:00+03:00;DR-1037;VH-017;Port;Airport;14.75;51.8;52.3;card;RideGo;1.5
T33011328;2026-06-29T23:10:00+03:00;DR-1065;VH-034;Port;West;7.41;23.6;18.53;CASH;Direct;1.0
T33011329;2026-02-11T14:01:00+03:00;DR-1046;VH-042;Airport;Port;2.45;12.7;9.77;cash;RideGo;1.0
T33011330;2026-03-05T08:10:00+03:00;DR-1067;VH-033;West;North;4.8;20.0;14.52;CASH;RideGo;1.0
T33011331;2026-03-28T01:09:00+03:00;DR-1014;VH-013;East;Port;5.22;21.5;15.42;CASH;CityHail;1.0
T33011332;2026-06-04T15:37:00+03:00;DR-1010;VH-007;Port;North;2.09;11.7;9.08;cash;CityHail;1.0
T33011333;2026-06-02T11:40:00+03:00;DR-1035;VH-008;East;Suburbs;1.31;9.2;8.98;card;RideGo;1.2
T33011334;2026-01-19T21:32:00+03:00;DR-1039;VH-022;Port;Suburbs;13.25;55.3;34.12;wallet;RideGo;1.0
T33011335;2026-03-24T19:43:00+03:00;DR-1010;VH-038;North;North;5.45;19.5;15.13;card;Direct;1.0
T33011336;2026-03-19T11:09:00+03:00;DR-1028;VH-038;Port;West;5.14;18.1;14.38;card;CityHail;1.0
T33011337;2026-04-30T00:40:00+03:00;DR-1003;VH-016;Airport;Centre;16.82;68.2;62.76;wallet;Direct;1.5
T33011338;2026-06-22T08:15:00+03:00;DR-1026;VH-029;Suburbs;Airport;1.27;9.2;7.44;Card;CityHail;1.0
T33011339;2026-06-25T11:01:00+03:00;DR-1030;VH-021;East;Suburbs;2.27;9.6;13.05;wallet;Direct;1.5
T33011340;2026-04-01T11:21:00+03:00;DR-1028;VH-028;North;East;6.43;20.9;16.65;Card;RideGo;1.0
T33011341;2026-02-16T06:51:00+03:00;DR-1049;VH-025;Suburbs;West;3.43;17.2;12.16;CASH;CityHail;1.0
T33011342;2026-06-01T05:03:00+03:00;DR-1056;VH-017;Suburbs;Airport;2.53;14.4;10.34;wallet;Direct;1.0
T33011343;2026-05-22T21:35:00+03:00;DR-1008;VH-015;West;West;1.61;12.9;10.63;card;CityHail;1.2
T33011344;2026-04-22T06:40:00+03:00;DR-1028;VH-030;Suburbs;North;5.24;22.9;15.84;card;RideGo;1.0
T33011345;2026-02-15T17:54:00+03:00;DR-1015;VH-033;North;West;6.34;25.3;17.77;Card;CityHail;1.0
T33011346;2026-06-18T08:39:00+03:00;DR-1009;VH-008;West;Port;7.74;33.6;26.05;card;RideGo;1.2
T33011347;2026-03-10T00:07:00+03:00;DR-1024;VH-027;Port;North;7.28;36.0;32.78;card;CityHail;1.5
T33011348;2026-01-12T09:05:00+03:00;DR-1040;VH-034;Port;Port;6.88;28.7;19.35;cash;CityHail;1.0
T33011349;2026-03-28T14:27:00+03:00;DR-1051;VH-011;Centre;East;4.96;17.0;20.79;CASH;RideGo;1.5
T33011350;2026-05-07T21:13:00+03:00;DR-1033;VH-035;East;North;8.06;33.8;22.13;Card;RideGo;1.0
T33011351;2026-04-01T11:15:00+03:00;DR-1064;VH-016;West;Airport;6.65;24.1;32.04;Card;RideGo;1.8
T33011352;2026-02-17T10:57:00+03:00;DR-1016;VH-036;Centre;West;5.53;25.0;16.76;CASH;CityHail;1.0
T33011353;2026-04-28T07:04:00+03:00;DR-1033;VH-025;Airport;Centre;12.43;57.3;33.74;wallet;Direct;1.0
T33011354;2026-04-17T07:40:00+03:00;DR-1063;VH-036;West;Suburbs;5.08;24.4;28.93;card;CityHail;1.8
T33011355;2026-04-03T20:32:00+03:00;DR-1047;VH-015;Port;Centre;24.87;109.2;93.87;cash;RideGo;1.5
T33011356;2026-06-18T13:50:00+03:00;DR-1060;VH-041;Airport;Airport;2.14;13.0;14.25;CASH;CityHail;1.5
T33011357;2026-06-13T13:21:00+03:00;DR-1012;VH-029;Port;North;2.78;13.0;10.24;cash;CityHail;1.0
T33011358;2026-03-02T08:28:00+03:00;DR-1011;VH-039;Centre;Port;3.64;13.0;11.23;card;Direct;1.0
T33011359;2026-04-18T12:13:00+03:00;DR-1025;VH-009;East;West;12.66;40.6;44.0;card;Direct;1.5
T33011360;2026-02-08T10:48:00+03:00;DR-1031;VH-039;West;Airport;15.3;44.4;40.12;Card;RideGo;1.2
T33011361;2026-03-08T22:22:00+03:00;DR-1019;VH-038;Port;East;4.76;25.4;28.78;CASH;RideGo;1.8
T33011362;2026-02-22T18:36:00+03:00;DR-1037;VH-004;Suburbs;East;2.39;10.6;10.94;cash;CityHail;1.2
T33011363;2026-02-08T13:58:00+03:00;DR-1054;VH-032;North;Centre;4.26;17.4;13.17;card;CityHail;1.0
T33011364;2026-06-24T09:45:00+03:00;DR-1067;VH-002;East;Centre;4.2;18.2;13.33;Card;CityHail;1.0
T33011365;2026-04-19T19:05:00+03:00;DR-1029;VH-036;Airport;North;7.81;22.4;18.65;cash;RideGo;1.0
T33011366;2026-05-13T05:15:00+03:00;DR-1015;VH-030;Centre;Airport;5.47;20.0;22.94;Card;RideGo;1.5
T33011367;2026-01-28T00:55:00+03:00;DR-1007;VH-041;East;Centre;2.04;10.1;10.28;cash;Direct;1.2
T33011368;2026-01-13T04:41:00+03:00;DR-1056;VH-010;Port;West;2.72;11.1;9.64;wallet;CityHail;1.0
T33011369;2026-01-19T00:49:00+03:00;DR-1020;VH-036;West;North;2.42;7.3;9.88;card;CityHail;1.2
T33011370;2026-03-15T10:20:00+03:00;DR-1046;VH-003;Centre;Airport;7.26;22.1;26.91;cash;RideGo;1.5
T33011371;2026-04-03T11:05:00+03:00;DR-1035;VH-001;Suburbs;West;3.5;13.7;11.26;cash;Direct;1.0
T33011372;2026-01-04T02:34:00+03:00;DR-1003;VH-016;Airport;East;6.92;27.4;22.84;CASH;RideGo;1.2
T33011373;2026-01-20T10:58:00+03:00;DR-1004;VH-035;Port;Airport;3.38;13.9;11.18;card;CityHail;1.0
T33011374;2026-05-27T09:18:00+03:00;DR-1009;VH-037;Port;West;3.75;17.1;12.5;card;CityHail;1.0
T33011375;2026-05-28T13:58:00+03:00;DR-1049;VH-027;East;East;6.92;34.5;21.02;Card;CityHail;1.0
T33011376;2026-03-09T11:34:00+03:00;DR-1041;VH-001;Centre;Airport;3.73;18.0;12.73;wallet;CityHail;1.0
T33011377;2026-04-19T00:10:00+03:00;DR-1052;VH-019;West;Port;8.16;39.2;23.76;wallet;CityHail;1.0
T33011378;2026-03-29T05:09:00+03:00;DR-1067;VH-025;East;Port;3.56;13.5;11.27;card;Direct;1.0
T33011379;2026-06-14T10:46:00+03:00;DR-1030;VH-008;Centre;Centre;7.84;33.3;39.13;wallet;RideGo;1.8
T33011380;2026-02-11T02:28:00+03:00;DR-1019;VH-039;Port;Centre;12.48;58.7;34.19;wallet;Direct;1.0
T33011381;2026-02-02T16:24:00+03:00;DR-1030;VH-019;West;Airport;6.67;22.9;20.98;card;RideGo;1.2
T33011382;2026-04-02T03:10:00+03:00;DR-1022;VH-008;Centre;West;20.39;56.4;51.17;CASH;RideGo;1.2
T33011383;2026-01-06T01:09:00+03:00;DR-1006;VH-034;Airport;North;12.29;54.0;32.65;Card;RideGo;1.0
T33011384;2026-02-11T11:33:00+03:00;DR-1046;VH-033;West;Centre;4.01;19.7;13.53;CASH;RideGo;1.0
T33011385;2026-01-08T15:35:00+03:00;DR-1002;VH-026;Port;Airport;3.66;13.9;20.7;cash;RideGo;1.8
T33011386;2026-01-02T00:29:00+03:00;DR-1011;VH-017;North;North;11.85;52.9;31.84;Card;Direct;1.0
T33011387;2026-04-04T05:24:00+03:00;DR-1059;VH-006;West;Centre;10.59;38.8;26.44;card;RideGo;1.0
T33011388;2026-06-02T16:07:00+03:00;DR-1052;VH-007;North;Port;1.22;9.0;8.78;cash;RideGo;1.2
T33011389;2026-02-11T21:37:00+03:00;DR-1010;VH-018;Suburbs;Suburbs;17.88;83.8;85.37;CASH;RideGo;1.8
T33011390;2026-06-03T17:00:00+03:00;DR-1066;VH-029;Port;Airport;9.25;35.8;43.31;wallet;CityHail;1.8
T33011391;2026-03-14T20:14:00+03:00;DR-1015;VH-039;West;North;7.11;28.8;19.64;cash;RideGo;1.0
T33011392;2026-03-22T21:47:00+03:00;DR-1016;VH-012;Suburbs;Airport;4.16;17.1;12.97;wallet;RideGo;1.0
T33011393;2026-04-16T01:35:00+03:00;DR-1036;VH-013;North;Airport;5.99;24.8;17.23;card;RideGo;1.0
T33011394;2026-03-14T22:52:00+03:00;DR-1011;VH-031;Suburbs;Suburbs;4.94;20.9;17.92;card;CityHail;1.2
T33011395;2026-05-06T15:58:00+03:00;DR-1040;VH-002;Port;Suburbs;7.1;26.0;22.61;CASH;RideGo;1.2
T33011396;2026-02-20T09:42:00+03:00;DR-1030;VH-024;North;Suburbs;1.39;5.1;11.57;CASH;CityHail;1.8
T33011397;2026-04-05T20:43:00+03:00;DR-1001;VH-018;Airport;Airport;15.06;51.2;35.06;Card;RideGo;1.0
T33011398;2026-05-28T04:12:00+03:00;DR-1011;VH-030;Centre;North;8.04;28.5;37.13;Card;Direct;1.8
T33011399;2026-01-11T12:00:00+03:00;DR-1016;VH-001;Centre;Centre;3.86;15.1;21.73;wallet;CityHail;1.8
T33011400;2026-04-28T22:40:00+03:00;DR-1021;VH-015;Suburbs;North;2.39;13.7;9.98;Card;RideGo;1.0
T33011401;2026-03-02T02:24:00+03:00;DR-1004;VH-014;Airport;Port;5.52;29.9;32.62;Card;CityHail;1.8
T33011402;2026-04-26T05:08:00+03:00;DR-1043;VH-036;Airport;Suburbs;1.22;7.6;10.4;cash;CityHail;1.5
T33011403;2026-05-14T16:36:00+03:00;DR-1059;VH-041;Airport;East;8.92;23.1;30.2;CASH;Direct;1.5
T33011404;2026-04-12T07:04:00+03:00;DR-1014;VH-041;Centre;Suburbs;5.83;22.9;16.52;wallet;RideGo;1.0
T33011405;2026-01-18T13:45:00+03:00;DR-1049;VH-003;Suburbs;Centre;3.32;15.5;11.56;card;Direct;1.0
T33011406;2026-02-06T16:09:00+03:00;DR-1009;VH-003;Airport;East;2.95;17.5;17.54;card;RideGo;1.5
T33011407;2026-02-17T09:30:00+03:00;DR-1016;VH-026;Airport;West;4.43;21.2;14.43;card;CityHail;1.0
T33011408;2026-06-13T23:07:00+03:00;DR-1062;VH-003;North;Port;1.69;9.3;9.54;wallet;CityHail;1.2
T33011409;2026-06-28T04:34:00+03:00;DR-1020;VH-042;Port;Suburbs;5.5;23.1;16.19;CASH;RideGo;1.0
T33011410;2026-06-23T14:34:00+03:00;DR-1061;VH-017;North;Airport;3.98;15.4;14.75;Card;RideGo;1.2
T33011411;2026-02-19T16:12:00+03:00;DR-1042;VH-009;North;North;2.51;9.8;9.03;card;CityHail;1.0
T33011412;2026-01-24T03:21:00+03:00;DR-1060;VH-031;Suburbs;-;6.93;32.6;24.6;CASH;CityHail;1.2
T33011413;2026-03-19T03:56:00+03:00;DR-1064;VH-033;East;Suburbs;3.17;14.0;13.16;CASH;CityHail;1.2
T33011414;2026-06-13T09:31:00+03:00;DR-1005;VH-011;Airport;Port;2.83;16.1;11.16;cash;CityHail;1.0
T33011415;2026-03-01T08:51:00+03:00;DR-1023;VH-026;East;East;7.37;32.9;31.64;CASH;CityHail;1.5
T33011416;2026-03-20T03:17:00+03:00;DR-1049;VH-034;Centre;East;3.02;15.0;16.6;Card;RideGo;1.5
T33011417;2026-01-09T08:13:00+03:00;DR-1030;VH-002;West;Airport;9.64;36.7;24.76;card;RideGo;1.0
T33011418;2026-01-05T06:11:00+03:00;DR-1012;VH-033;Suburbs;Port;4.73;18.0;24.98;card;RideGo;1.8
T33011419;2026-01-28T07:02:00+03:00;DR-1006;VH-028;Port;Airport;3.73;22.2;13.91;cash;CityHail;1.0
T33011420;2026-06-14T06:24:00+03:00;DR-1063;VH-008;North;Airport;2.26;13.2;14.55;Card;RideGo;1.5
T33011421;2026-05-02T18:20:00+03:00;DR-1002;VH-010;West;East;4.45;22.3;22.14;cash;CityHail;1.5
T33011422;2026-04-20T21:37:00+03:00;DR-1002;VH-030;West;West;1.56;9.4;9.4;CASH;RideGo;1.2
T33011423;2026-01-28T18:32:00+03:00;DR-1055;VH-002;North;Suburbs;12.75;44.9;30.63;CASH;RideGo;1.0
T33011424;2026-03-20T10:31:00+03:00;DR-1007;VH-024;West;West;1.75;12.2;15.89;CASH;RideGo;1.8
T33011425;2026-04-02T15:06:00+03:00;DR-1027;VH-022;Suburbs;Port;7.02;26.5;34.0;wallet;Direct;1.8
T33011426;2026-06-01T22:35:00+03:00;DR-1052;VH-032;East;Airport;0.74;5.7;5.85;Card;CityHail;1.0
T33011427;2026-06-19T07:36:00+03:00;DR-1060;VH-032;West;Airport;5.43;26.1;20.34;wallet;CityHail;1.2
T33011428;2026-01-23T06:48:00+03:00;DR-1011;VH-030;East;East;4.47;16.2;13.08;CASH;CityHail;1.0
T33011429;2026-02-17T15:22:00+03:00;DR-1036;VH-026;Centre;Airport;3.67;19.9;13.19;card;CityHail;1.0
T33011430;2026-03-17T20:34:00+03:00;DR-1066;VH-002;Port;North;3.22;12.6;10.63;CASH;CityHail;1.0
T33011431;2026-06-20T18:26:00+03:00;DR-1044;VH-026;Port;Port;6.58;31.6;19.81;card;RideGo;1.0
T33011432;2026-06-15T08:16:00+03:00;DR-1019;VH-018;Port;North;3.02;11.3;15.06;Card;RideGo;1.5
T33011433;2026-01-29T04:33:00+03:00;DR-1028;VH-007;Centre;Centre;4.8;23.7;15.56;Card;Direct;1.0
T33011434;2026-05-05T15:33:00+03:00;DR-1045;VH-028;Port;North;13.89;59.3;64.76;cash;RideGo;1.8
T33011435;2026-06-01T10:52:00+03:00;DR-1028;VH-022;West;Centre;4.14;20.6;16.72;Card;Direct;1.2
T33011436;2026-06-07T07:46:00+03:00;DR-1002;VH-032;North;West;3.74;14.1;11.65;card;CityHail;1.0
T33011437;2026-04-24T22:36:00+03:00;DR-1067;VH-013;Port;Port;4.49;19.6;25.29;cash;CityHail;1.8
T33011438;2026-06-14T00:49:00+03:00;DR-1058;VH-014;West;West;5.27;16.3;21.03;wallet;RideGo;1.5
T33011439;2026-06-22T03:01:00+03:00;DR-1014;VH-018;North;Suburbs;3.37;10.4;15.28;card;RideGo;1.5
T33011440;2026-06-05T04:44:00+03:00;DR-1051;VH-008;Port;Airport;2.07;9.1;12.5;CASH;CityHail;1.5
T33011441;2026-03-24T00:05:00+03:00;DR-9441;VH-029;Airport;Suburbs;12.11;44.4;44.64;cash;RideGo;1.5
T33011442;2026-01-03T07:49:00+03:00;DR-1001;VH-011;West;Suburbs;7.11;25.5;18.72;wallet;CityHail;1.0
T33011443;2026-01-20T06:46:00+03:00;DR-1045;VH-017;Centre;West;6.3;23.5;17.23;wallet;CityHail;1.0
T33011444;2026-04-25T02:07:00+03:00;DR-1054;VH-002;Centre;Suburbs;3.8;16.4;12.36;Card;RideGo;1.0
T33011445;2026-06-21T01:14:00+03:00;DR-1007;VH-028;East;North;1.96;11.0;15.71;Card;CityHail;1.8
T33011446;2026-01-26T18:25:00+03:00;DR-9446;VH-017;Airport;Suburbs;8.84;33.8;34.54;CASH;Direct;1.5
T33011447;2026-05-09T05:35:00+03:00;DR-1022;VH-036;Centre;North;1.57;5.6;6.77;cash;RideGo;1.0
T33011448;2026-03-26T22:38:00+03:00;DR-1026;VH-021;East;Centre;6.46;31.1;23.45;cash;RideGo;1.2
T33011449;2026-02-16T07:18:00+03:00;DR-1042;VH-015;West;North;7.69;32.0;21.2;card;Direct;1.0
T33011450;2026-01-17T19:13:00+03:00;DR-1038;VH-015;West;Airport;2.04;11.4;8.94;CASH;CityHail;1.0
T33011451;2026-03-28T00:20:00+03:00;DR-1041;VH-022;Suburbs;Suburbs;6.83;26.5;22.4;Card;Direct;1.2
T33011452;2026-04-14T17:48:00+03:00;DR-1053;VH-034;East;East;6.04;16.6;14.99;cash;CityHail;1.0
T33011453;2026-04-22T22:10:00+03:00;DR-1053;VH-032;Airport;Port;10.53;43.5;27.69;card;Direct;1.0
T33011454;2026-01-16T05:32:00+03:00;DR-1049;VH-027;North;Suburbs;5.15;25.6;16.49;CASH;RideGo;1.0
T33011455;2026-03-28T09:41:00+03:00;DR-1045;VH-007;Suburbs;Port;15.22;40.7;32.3;Card;RideGo;1.0
T33011456;2026-03-25T18:52:00+03:00;DR-1062;VH-027;Airport;Centre;2.44;11.3;9.37;CASH;CityHail;1.0
T33011457;2026-05-19T12:15:00+03:00;DR-1065;VH-023;Centre;Airport;9.55;26.4;32.66;CASH;CityHail;1.5
T33011458;2026-03-28T16:08:00+03:00;DR-1048;VH-009;East;Suburbs;11.54;53.9;31.76;cash;Direct;1.0
T33011459;2026-02-05T15:08:00+03:00;DR-1040;VH-011;West;Port;11.38;47.7;29.84;Card;RideGo;1.0
T33011460;2026-04-07T01:08:00+03:00;DR-1043;VH-019;West;West;9.98;43.0;26.92;cash;RideGo;1.0
T33011461;2026-06-22T20:25:00+03:00;DR-1032;VH-020;Centre;East;5.31;23.5;24.14;cash;CityHail;1.5
T33011462;2026-05-24T06:29:00+03:00;DR-1015;VH-028;Suburbs;East;5.96;28.1;18.12;wallet;Direct;1.0
T33011463;2026-01-23T11:54:00+03:00;DR-1016;VH-020;Centre;Airport;3.09;14.2;19.67;CASH;RideGo;1.8
T33011464;2026-05-02T19:53:00+03:00;DR-1018;VH-009;Port;North;16.29;61.5;47.22;CASH;RideGo;1.2
T33011465;2026-03-13T14:58:00+03:00;DR-1013;VH-002;North;North;3.57;19.8;15.66;CASH;RideGo;1.2
T33011466;2026-01-03T03:27:00+03:00;DR-1039;VH-023;West;Port;12.56;44.3;54.45;CASH;RideGo;1.8
T33011467;2026-04-14T08:46:00+03:00;DR-1037;VH-034;East;Port;5.7;21.7;28.85;cash;RideGo;1.8
T33011468;2026-03-19T07:26:00+03:00;DR-1038;VH-014;Port;Port;4.91;21.6;15.09;card;CityHail;1.0
T33011469;2026-05-19T07:27:00+03:00;DR-1040;VH-006;Port;East;12.92;40.6;29.63;cash;RideGo;1.0
T33011470;2026-01-23T23:04:00+03:00;DR-1061;VH-020;Airport;Centre;1.79;11.7;8.73;card;RideGo;1.0
T33011471;2026-01-23T16:04:00+03:00;DR-1053;VH-023;Port;East;5.64;22.3;16.13;CASH;RideGo;1.0
T33011472;2026-04-06T02:21:00+03:00;DR-1067;VH-035;Port;Suburbs;4.23;18.5;13.44;cash;CityHail;1.0
T33011473;2026-02-15T06:15:00+03:00;DR-1024;VH-002;Port;Centre;5.72;19.6;27.85;card;Direct;1.8
T33011474;2026-01-05T21:04:00+03:00;DR-1065;VH-038;East;North;3.49;16.7;14.51;Card;RideGo;1.2
T33011475;2026-06-19T21:38:00+03:00;DR-1016;VH-020;Airport;Port;1.48;9.9;14.17;CASH;RideGo;1.8
T33011476;2026-06-17T16:03:00+03:00;DR-1053;VH-032;North;Airport;5.66;25.9;20.59;cash;CityHail;1.2
T33011477;2026-06-08T10:34:00+03:00;DR-1040;VH-034;Suburbs;North;13.37;40.1;36.0;CASH;RideGo;1.2
T33011478;2026-02-23T20:19:00+03:00;DR-1031;VH-012;Port;Port;2.64;12.6;17.93;wallet;CityHail;1.8
T33011479;2026-01-17T00:45:00+03:00;DR-1014;VH-038;North;-;3.49;17.9;12.43;cash;CityHail;1.0
T33011480;2026-01-25T03:06:00+03:00;DR-1053;VH-031;West;East;5.72;19.1;27.59;wallet;CityHail;1.8
T33011481;2026-04-27T08:58:00+03:00;DR-1020;VH-023;East;Centre;3.06;16.3;11.48;Card;CityHail;1.0
T33011482;2026-05-20T20:10:00+03:00;DR-1052;VH-033;Port;North;10.51;41.2;40.53;wallet;RideGo;1.5
T33011483;2026-01-25T09:03:00+03:00;DR-1022;VH-007;North;West;1.95;10.6;15.5;card;CityHail;1.8
T33011484;2026-06-30T20:36:00+03:00;DR-1048;VH-016;Centre;East;2.24;8.2;14.89;wallet;CityHail;1.8
T33011485;2026-02-11T22:10:00+03:00;DR-1031;VH-016;Suburbs;Port;3.85;15.4;12.14;Card;RideGo;1.0
T33011486;2026-05-26T15:28:00+03:00;DR-1040;VH-042;Centre;Suburbs;2.72;12.2;9.94;Card;Direct;1.0
T33011487;2026-06-16T00:46:00+03:00;DR-1039;VH-003;North;East;2.9;14.9;16.37;wallet;CityHail;1.5
T33011488;2026-06-27T01:15:00+03:00;DR-1057;VH-026;West;West;3.37;10.8;15.45;card;CityHail;1.5
T33011489;2026-02-03T14:23:00+03:00;DR-1018;VH-010;East;Port;3.6;16.6;12.19;card;CityHail;1.0
T33011490;2026-05-14T07:07:00+03:00;DR-1007;VH-008;Port;East;5.53;24.4;29.86;card;CityHail;1.8
T33011491;2026-03-08T09:13:00+03:00;DR-1057;VH-034;East;Suburbs;6.22;26.7;21.64;cash;CityHail;1.2
T33011492;2026-06-19T06:30:00+03:00;DR-1035;VH-020;North;East;6.91;32.4;20.42;Card;RideGo;1.0
T33011493;2026-05-26T06:49:00+03:00;DR-1027;VH-038;Centre;East;10.27;44.5;27.67;Card;RideGo;1.0
T33011494;2026-05-21T12:12:00+03:00;DR-1017;VH-018;Centre;West;10.62;47.7;28.97;wallet;RideGo;1.0
T33011495;2026-02-08T16:15:00+03:00;DR-1035;VH-031;Airport;Port;5.29;21.8;18.71;wallet;RideGo;1.2
T33011496;2026-05-30T18:34:00+03:00;DR-1031;VH-027;Centre;West;8.9;25.5;31.17;Card;RideGo;1.5
T33011497;2026-04-21T09:15:00+03:00;DR-1039;VH-042;East;Centre;7.0;25.4;33.41;cash;CityHail;1.8
T33011498;2026-05-07T04:53:00+03:00;DR-1039;VH-004;East;West;11.28;40.4;49.82;wallet;RideGo;1.8
T33011499;2026-01-19T21:57:00+03:00;DR-1066;VH-018;Port;East;11.88;43.5;29.24;card;Direct;1.0
T33011500;2026-02-22T22:20:00+03:00;DR-1014;VH-019;Airport;Airport;5.59;27.6;17.56;card;RideGo;1.0
