trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_eur,payment
T11012107,2025-03-09 14:19:00,DR-1030,VH-022,Centre,North,8.5,36.9,"23,51",cash
T11012108,2025-06-04 03:51:00,DR-1009,VH-042,Centre,West,4.24,21.5,"14,30",CASH
T11012109,2025-06-11 18:35:00,DR-1025,VH-028,North,North,5.88,28.1,"18,03",cash
T11012110,2025-01-01 16:48:00,DR-1044,VH-010,Port,Port,5.06,21.3,"15,18",cash
T11012111,2025-02-17 21:22:00,DR-1014,VH-032,West,North,7.61,29.9,"20,52",CASH
T11012112,2025-06-29 11:42:00,DR-1044,VH-033,Airport,Airport,10.81,33.5,"25,21",CASH
T11012113,2025-02-05 14:17:00,DR-1031,VH-028,East,East,2.79,10.9,"9,66",CASH
T11012114,2025-03-29 16:00:00,DR-1015,VH-003,Port,West,3.86,12.7,"11,40",card
T11012115,2025-04-04 04:39:00,DR-1036,VH-013,North,Suburbs,17.1,49.3,"36,87",CASH
T11012116,2025-01-04 02:58:00,DR-1062,VH-024,North,Centre,4.05,14.1,"12,01",wallet
T11012117,2025-03-29 18:16:00,DR-1030,VH-038,West,West,15.02,63.0,"38,31",CASH
T11012118,2025-03-10 06:59:00,DR-1011,VH-039,Centre,Suburbs,12.73,54.1,"33,19",cash
T11012119,2025-06-25 23:57:00,DR-1013,VH-004,North,Port,6.0,17.6,"15,23",Card
T11012120,2025-06-19 21:49:00,DR-1039,VH-009,West,Port,5.77,26.9,"17,57",card
T11012121,2025-01-23 13:41:00,DR-1062,VH-002,Suburbs,,4.49,16.0,"13,04",cash
T11012122,2025-01-21 17:35:00,DR-1064,VH-006,Centre,West,2.49,14.7,"10,38",wallet
T11012123,2025-01-02 04:15:00,DR-1056,VH-016,Port,West,3.32,14.4,"11,25",cash
T11012124,2025-04-12 19:17:00,DR-1038,VH-029,Suburbs,Port,11.93,56.4,"32,91",cash
T11012125,2025-04-07 16:20:00,DR-1022,VH-013,Suburbs,East,3.68,19.2,"13,01",card
T11012126,2025-02-23 10:42:00,DR-1014,VH-035,Centre,East,2.82,17.5,"11,54",wallet
T11012127,2025-03-24 04:11:00,DR-1008,VH-035,West,Suburbs,15.76,46.3,"34,49",wallet
T11012128,2025-06-30 19:33:00,DR-1005,VH-020,Port,Airport,2.41,11.5,"9,39",wallet
T11012129,2025-06-22 16:17:00,DR-1036,VH-019,West,Port,5.22,23.5,"15,98",card
T11012130,2025-01-16 17:36:00,DR-1058,VH-041,Suburbs,North,2.15,10.0,"8,67",cash
T11012131,2025-05-24 01:01:00,DR-1015,VH-014,Centre,Port,5.18,15.0,"13,56",Card
T11012132,2025-04-24 19:32:00,DR-1037,VH-001,Port,East,5.09,17.7,"14,21",wallet
T11012133,2025-01-27 11:54:00,DR-1038,VH-035,West,Port,3.45,17.3,"12,21",Card
T11012134,2025-04-15 06:28:00,DR-1033,VH-014,Airport,West,9.5,44.0,"26,64",Card
T11012135,2025-05-06 19:25:00,DR-1019,VH-034,West,East,7.54,24.5,"18,93",wallet
T11012136,2025-04-06 13:09:00,DR-1003,VH-041,Airport,North,2.75,13.7,"10,40",CASH
T11012137,2025-01-18 15:24:00,DR-1044,VH-042,Airport,Airport,6.99,32.0,"20,40",cash
T11012138,2025-04-12 23:55:00,DR-1019,VH-027,Port,Port,3.5,12.7,"10,98",CASH
T11012139,2025-01-29 00:10:00,DR-1028,VH-023,Port,West,5.37,19.8,"15,12",CASH
T11012140,2025-02-23 21:50:00,DR-1029,VH-009,Centre,Suburbs,3.12,18.0,"12,03",card
T11012141,2025-02-15 14:14:00,DR-1034,VH-022,Suburbs,West,7.35,30.2,"20,31",cash
T11012142,2025-04-19 23:47:00,DR-1003,VH-020,Suburbs,Suburbs,5.52,22.6,"16,08",card
T11012143,2025-01-03 20:18:00,DR-1032,VH-007,Centre,Port,11.26,46.7,"29,42",CASH
T11012144,2025-03-29 09:33:00,DR-1033,VH-003,East,West,7.49,37.6,"22,54",CASH
T11012145,2025-05-06 19:50:00,DR-1049,VH-016,West,Port,15.88,49.5,"35,52",CASH
T11012146,2025-04-08 10:30:00,DR-1026,VH-039,East,North,5.68,29.0,"18,05",wallet
T11012147,2025-03-12 11:48:00,DR-1012,VH-040,West,,3.97,19.8,"13,51",CASH
T11012148,2025-06-11 19:08:00,DR-1016,VH-024,East,Airport,1.91,7.2,"7,61",CASH
T11012149,2025-02-11 09:47:00,DR-1006,VH-028,West,Airport,5.37,25.2,"16,63",CASH
T11012150,2025-06-27 20:33:00,DR-1038,VH-039,Suburbs,Airport,3.67,19.8,"13,16",Card
T11012151,2025-02-28 18:53:00,DR-1015,VH-006,West,Port,6.94,29.3,"19,58",wallet
T11012152,2025-05-13 07:28:00,DR-1001,VH-026,Suburbs,West,6.09,20.3,"16,09",wallet
T11012153,2025-04-25 23:15:00,DR-1047,VH-041,Airport,East,14.02,42.1,"31,31",Card
T11012154,2025-02-27 04:23:00,DR-1057,VH-004,West,Centre,2.14,13.8,"9,73",card
T11012155,2025-03-29 10:39:00,DR-1044,VH-020,Centre,West,5.81,30.5,"18,62",CASH
T11012156,2025-03-21 07:35:00,DR-1055,VH-006,East,Suburbs,3.44,12.3,"10,80",wallet
T11012157,2025-06-26 10:24:00,DR-1042,VH-008,Port,East,2.52,12.7,"9,85",Card
T11012158,2025-04-11 01:59:00,DR-1067,VH-030,Suburbs,North,11.21,33.0,"25,53",Card
T11012159,2025-02-05 09:41:00,DR-1021,VH-005,Suburbs,East,30.92,93.5,"65,14",card
T11012160,2025-01-16 12:50:00,DR-1025,VH-037,West,Suburbs,7.05,24.6,"18,40",wallet
T11012161,2025-06-18 00:28:00,DR-1024,VH-042,West,Centre,3.64,11.2,"10,72",Card
T11012162,2025-04-11 00:33:00,DR-1047,VH-004,West,,3.61,19.1,"12,90",wallet
T11012163,2025-04-01 19:06:00,DR-1012,VH-011,North,Port,11.4,35.2,"26,37",CASH
T11012164,2025-02-15 22:37:00,DR-1065,VH-034,Centre,West,3.48,15.3,"11,69",cash
T11012165,2025-02-24 23:28:00,DR-1036,VH-005,Suburbs,West,10.14,44.0,"27,38",card
T11012166,2025-03-08 22:47:00,DR-1053,VH-008,West,West,9.85,38.1,"25,40",card
T11012167,2025-04-20 21:45:00,DR-1068,VH-004,North,Suburbs,14.89,48.3,"34,05",wallet
T11012168,2025-06-20 18:49:00,DR-1044,VH-022,Airport,Airport,1.87,9.1,"8,10",cash
T11012169,2025-04-09 21:36:00,DR-1032,VH-031,Centre,Suburbs,5.35,23.1,"16,02",wallet
T11012170,2025-03-26 14:20:00,DR-1033,VH-014,Suburbs,West,9.66,36.4,"24,70",CASH
T11012171,2025-02-17 06:10:00,DR-1034,VH-037,Airport,Centre,3.11,12.6,"10,50",Card
T11012172,2025-05-01 17:47:00,DR-1038,VH-029,North,,4.83,16.0,"13,43",wallet
T11012173,2025-05-02 08:07:00,DR-1016,VH-039,North,Centre,11.02,36.7,"26,35",card
T11012174,2025-03-23 12:12:00,DR-1018,VH-013,East,Suburbs,2.7,12.8,"10,09",card
T11012175,2025-06-05 00:08:00,DR-1008,VH-029,East,Airport,4.01,17.1,"12,80",CASH
T11012176,2025-05-27 21:27:00,DR-1052,VH-040,Airport,Port,3.07,13.7,"10,77",wallet
T11012177,2025-02-01 23:40:00,DR-1007,VH-038,North,Centre,5.22,23.1,"15,87",wallet
T11012178,2025-03-20 16:06:00,DR-1048,VH-021,Suburbs,Port,6.97,22.7,"17,77",CASH
T11012179,2025-01-01 08:18:00,DR-1053,VH-019,North,West,5.12,15.6,"13,66",Card
T11012180,2025-01-26 21:48:00,DR-1012,VH-037,North,Suburbs,17.4,55.1,"38,84",cash
T11012181,2025-06-03 08:55:00,DR-1018,VH-011,East,East,3.86,12.6,"11,37",CASH
T11012182,2025-02-15 11:34:00,DR-1064,VH-009,Centre,East,5.56,21.0,"15,67",wallet
T11012183,2025-01-23 03:09:00,DR-1045,VH-006,Airport,,4.29,21.6,"14,38",card
T11012184,2025-02-09 09:50:00,DR-1067,VH-036,Port,Airport,13.01,37.7,"28,92",CASH
T11012185,2025-01-02 18:17:00,DR-1033,VH-023,Centre,Port,6.21,23.4,"17,09",wallet
T11012186,2025-03-31 20:52:00,DR-1060,VH-006,East,West,1.92,8.1,"7,88",cash
T11012187,2025-05-30 19:56:00,DR-1067,VH-019,East,Port,0.83,6.7,"6,23",wallet
T11012188,2025-04-16 05:33:00,DR-1040,VH-003,Airport,East,3.03,12.1,"10,27",card
T11012189,2025-03-15 18:57:00,DR-1013,VH-018,Airport,Centre,2.81,14.6,"10,72",Card
T11012190,2025-04-05 19:22:00,DR-1068,VH-014,Centre,Centre,3.57,15.7,"11,90",cash
T11012191,2025-04-24 10:01:00,DR-1052,VH-034,West,North,3.83,17.1,"12,59",Card
T11012192,2025-05-01 10:55:00,DR-1011,VH-026,Centre,East,0.93,8.6,"6,88",cash
T11012193,2025-02-17 18:50:00,DR-1046,VH-003,Suburbs,Centre,6.69,30.2,"19,55",cash
T11012194,2025-01-23 19:15:00,DR-1044,VH-002,Suburbs,Port,7.08,33.0,"20,78",cash
T11012195,2025-03-10 15:21:00,DR-1033,VH-012,East,Airport,3.62,14.3,"11,57",cash
T11012196,2025-02-16 15:41:00,DR-1033,VH-027,North,Centre,3.03,17.6,"11,81",CASH
T11012197,2025-06-08 12:28:00,DR-1021,VH-018,East,Port,6.76,29.4,"19,41",wallet
T11012198,2025-03-04 01:04:00,DR-1042,VH-024,West,North,6.21,17.6,"15,47",CASH
T11012199,2025-02-13 19:33:00,DR-1018,VH-042,North,Suburbs,10.54,45.8,"28,34",card
T11012200,2025-02-25 04:51:00,DR-1017,VH-031,Centre,Centre,4.64,25.6,"15,90",CASH
T11012201,2025-02-08 01:46:00,DR-1059,VH-025,East,Centre,8.91,23.1,"20,11",wallet
T11012202,2025-06-05 11:54:00,DR-1042,VH-005,East,West,1.39,8.7,"7,43",Card
T11012203,2025-01-17 00:03:00,DR-1048,VH-020,West,Airport,7.68,31.5,"21,05",CASH
T11012204,2025-03-19 13:34:00,DR-1019,VH-037,North,Suburbs,4.03,15.8,"12,46",cash
T11012205,2025-06-07 22:24:00,DR-1045,VH-037,West,North,1.82,9.9,"8,26",card
T11012206,2025-04-05 05:32:00,DR-1067,VH-038,West,North,4.11,18.8,"13,39",card
T11012207,2025-01-09 01:44:00,DR-1058,VH-035,Centre,Suburbs,8.7,37.4,"23,88",wallet
T11012208,2025-06-05 15:21:00,DR-1022,VH-015,North,West,11.85,47.0,"30,19",cash
T11012209,2025-05-15 01:35:00,DR-1036,VH-039,Suburbs,Port,5.96,24.5,"17,11",CASH
T11012210,2025-03-15 09:14:00,DR-1014,VH-015,Airport,West,3.85,20.4,"13,54",cash
T11012211,2025-04-09 07:05:00,DR-1053,VH-037,Airport,North,3.44,15.9,"11,81",CASH
T11012212,2025-05-12 19:52:00,DR-1044,VH-010,East,North,1.98,7.5,"7,78",CASH
T11012213,2025-06-12 01:47:00,DR-1028,VH-042,Port,West,1.23,5.7,"6,41",Card
T11012214,2025-01-01 21:10:00,DR-1001,VH-021,Centre,West,2.4,11.7,"9,44",cash
T11012215,2025-04-19 16:27:00,DR-1027,VH-013,North,West,5.95,26.6,"17,69",card
T11012216,2025-03-07 15:05:00,DR-1019,VH-004,Suburbs,Airport,1.14,5.7,"6,31",cash
T11012217,2025-01-16 10:51:00,DR-1021,VH-033,Airport,Suburbs,5.25,14.6,"13,53",card
T11012218,2025-01-04 08:43:00,DR-1054,VH-013,Airport,North,0.0,11.4,"8,71",Card
T11012219,2025-02-07 00:41:00,DR-1045,VH-010,Port,West,13.28,64.6,"36,76",CASH
T11012220,2025-05-11 04:47:00,DR-1041,VH-015,West,Port,5.63,27.3,"17,52",wallet
T11012221,2025-05-06 21:07:00,DR-1062,VH-006,East,East,9.51,39.4,"25,37",wallet
T11012222,2025-03-21 01:00:00,DR-1019,VH-030,West,North,7.65,25.6,"19,37",Card
T11012223,2025-02-20 08:02:00,DR-1063,VH-012,West,West,3.47,14.4,"11,42",wallet
T11012224,2025-04-24 22:20:00,DR-1060,VH-009,Airport,,17.68,83.2,"47,03",CASH
T11012225,2025-01-10 00:15:00,DR-1047,VH-011,Port,Port,2.57,14.1,"10,30",wallet
T11012226,2025-01-27 00:26:00,DR-1011,VH-033,North,Port,11.48,51.2,"30,94",wallet
T11012227,2025-06-06 17:10:00,DR-1005,VH-040,Suburbs,West,3.52,11.5,"10,67",wallet
T11012228,2025-03-15 10:50:00,DR-1053,VH-027,West,Port,20.46,84.0,"50,45",Card
T11012229,2025-04-01 21:14:00,DR-1052,VH-002,West,North,7.18,28.2,"19,55",wallet
T11012230,2025-02-13 13:40:00,DR-1029,VH-001,East,Airport,2.69,12.8,"10,08",wallet
T11012231,2025-06-06 06:17:00,DR-1042,VH-036,Centre,Centre,18.25,61.2,"41,52",Card
T11012232,2025-02-24 11:37:00,DR-1005,VH-037,Port,North,7.82,30.6,"20,96",wallet
T11012233,2025-05-25 13:03:00,DR-1064,VH-037,Suburbs,Airport,4.98,19.3,"14,53",wallet
T11012234,2025-03-01 23:44:00,DR-1025,VH-007,North,East,6.89,32.8,"20,51",wallet
T11012235,2025-02-28 10:29:00,DR-1054,VH-040,Airport,Centre,10.5,35.8,"25,50",CASH
T11012236,2025-01-06 12:42:00,DR-1058,VH-030,East,Port,2.85,14.4,"10,71",card
T11012237,2025-04-10 09:45:00,DR-1025,VH-009,Airport,Centre,3.56,19.0,"12,81",Card
T11012238,2025-06-14 19:54:00,DR-1014,VH-025,Suburbs,Airport,7.65,36.3,"22,36",CASH
T11012239,2025-06-05 14:17:00,DR-1030,VH-021,Port,Airport,13.95,40.2,"30,70",wallet
T11012240,2025-03-05 01:33:00,DR-1029,VH-017,North,East,4.65,16.0,"13,23",Card
T11012241,2025-03-04 10:24:00,DR-1009,VH-036,Centre,North,1.46,6.9,"7,01",cash
T11012242,2025-06-02 03:40:00,DR-1036,VH-037,East,West,1.73,10.5,"8,33",CASH
T11012243,2025-02-14 04:01:00,DR-1030,VH-010,Centre,Suburbs,7.58,35.6,"22,08",cash
T11012244,2025-01-01 02:21:00,DR-1031,VH-038,Airport,West,4.86,24.8,"15,93",Card
T11012245,2025-04-03 02:52:00,DR-1046,VH-030,Suburbs,Port,2.53,13.0,"9,95",Card
T11012246,2025-03-06 06:33:00,DR-1055,VH-032,Airport,Port,6.93,30.5,"19,91",card
T11012247,2025-05-27 15:30:00,DR-1006,VH-038,North,Centre,6.61,21.3,"16,97",CASH
T11012248,2025-01-20 03:04:00,DR-1066,VH-029,Airport,Suburbs,5.76,28.7,"18,06",cash
T11012249,2025-06-19 09:26:00,DR-1011,VH-018,Centre,East,3.21,13.6,"10,90",Card
T11012250,2025-02-04 16:13:00,DR-1061,VH-017,Centre,Centre,1.94,12.5,"9,13",Card
T11012251,2025-01-11 14:52:00,DR-1024,VH-013,Port,West,15.7,68.3,"40,58",CASH
T11012252,2025-02-08 03:02:00,DR-1038,VH-033,Airport,East,2.0,8.3,"8,02",Card
T11012253,2025-03-12 17:20:00,DR-1017,VH-023,North,Airport,13.61,46.9,"32,18",wallet
T11012254,2025-04-04 19:58:00,DR-1038,VH-027,Airport,West,6.35,32.7,"19,86",cash
T11012255,2025-06-01 08:50:00,DR-1015,VH-029,Centre,Centre,5.98,21.4,"16,27",wallet
T11012256,2025-01-19 07:45:00,DR-1037,VH-003,Suburbs,East,3.85,18.4,"12,98",CASH
T11012257,2025-02-23 23:51:00,DR-1042,VH-011,East,East,2.72,12.1,"9,92",card
T11012258,2025-04-14 16:59:00,DR-1002,VH-037,Centre,Port,12.08,33.6,"26,70",CASH
T11012259,2025-03-02 10:14:00,DR-1002,VH-033,Port,Centre,1.14,6.4,"6,50",Card
T11012260,2025-03-08 09:54:00,DR-1060,VH-011,North,East,5.79,29.3,"18,26",wallet
T11012261,2025-04-27 02:58:00,DR-1046,VH-038,Port,Port,25.92,86.8,"57,51",wallet
T11012262,2025-05-08 15:38:00,DR-1061,VH-011,West,East,11.21,42.0,"28,05",wallet
T11012263,2025-06-20 23:36:00,DR-1047,VH-003,Suburbs,Airport,6.41,26.8,"18,28",card
T11012264,2025-01-26 17:06:00,DR-1065,VH-007,Centre,West,2.46,14.0,"10,15",CASH
T11012265,2025-06-01 02:03:00,DR-1033,VH-039,Suburbs,West,2.04,10.3,"8,63",Card
T11012266,2025-01-24 02:30:00,DR-1001,VH-034,Airport,Airport,9.77,31.7,"23,51",wallet
T11012267,2025-06-03 12:50:00,DR-1055,VH-032,Airport,Suburbs,3.67,18.1,"12,69",wallet
T11012268,2025-02-19 08:56:00,DR-1060,VH-039,East,East,5.81,23.2,"16,58",Card
T11012269,2025-05-15 10:34:00,DR-1064,VH-002,Airport,Suburbs,8.27,39.6,"24,00",wallet
T11012270,2025-01-29 19:39:00,DR-1017,VH-002,Suburbs,Airport,1.69,12.2,"8,76",wallet
T11012271,2025-04-02 09:22:00,DR-1067,VH-016,East,East,5.37,22.8,"15,96",wallet
T11012272,2025-06-14 01:39:00,DR-1053,VH-001,Suburbs,Port,13.11,36.5,"28,70",CASH
T11012273,2025-02-24 23:09:00,DR-1065,VH-018,Airport,West,2.79,16.6,"11,26",cash
T11012274,2025-06-12 14:49:00,DR-1068,VH-012,North,West,6.16,29.0,"18,60",cash
T11012275,2025-04-24 06:25:00,DR-1022,VH-014,East,Port,14.04,60.8,"36,57",Card
T11012276,2025-06-07 10:25:00,DR-1055,VH-015,East,Centre,5.01,25.6,"16,33",card
T11012277,2025-05-06 06:44:00,DR-1044,VH-034,West,Centre,9.6,40.4,"25,75",card
T11012278,2025-03-19 06:16:00,DR-1059,VH-010,Centre,North,2.56,13.7,"10,18",wallet
T11012279,2025-01-04 05:40:00,DR-1043,VH-012,West,Suburbs,6.93,31.9,"20,30",Card
T11012280,2025-03-18 15:21:00,DR-1056,VH-017,Port,East,19.38,89.9,"50,86",cash
T11012281,2025-04-18 06:13:00,DR-1042,VH-010,Centre,East,6.72,29.4,"19,36",wallet
T11012282,2025-04-20 11:13:00,DR-1003,VH-029,Airport,West,9.63,31.0,"23,15",wallet
T11012283,2025-06-04 06:59:00,DR-1041,VH-007,West,Airport,1.53,5.2,"6,62",cash
T11012284,2025-03-08 12:18:00,DR-1062,VH-004,Airport,Centre,1.61,12.5,"8,75",Card
T11012285,2025-01-25 20:05:00,DR-1029,VH-036,Port,Port,9.62,39.9,"25,64",Card
T11012286,2025-03-28 20:26:00,DR-1024,VH-042,Port,Airport,5.76,26.4,"17,42",cash
T11012287,2025-03-25 19:20:00,DR-1030,VH-032,West,Airport,12.08,50.0,"31,29",cash
T11012288,2025-01-16 01:42:00,DR-1023,VH-019,Suburbs,East,4.14,19.3,"13,57",wallet
T11012289,2025-01-30 18:29:00,DR-1053,VH-034,Centre,Port,10.68,50.3,"29,77",wallet
T11012290,2025-02-28 11:59:00,DR-1022,VH-026,Port,Port,6.45,23.6,"17,43",CASH
T11012291,2025-01-27 19:05:00,DR-1027,VH-023,North,North,6.11,21.6,"16,47",CASH
T11012292,2025-05-17 13:19:00,DR-1045,VH-004,Centre,Centre,4.95,20.2,"14,75",Card
T11012293,2025-01-30 10:30:00,DR-1001,VH-018,East,East,9.46,31.9,"23,21",Card
T11012294,2025-01-30 10:10:00,DR-1012,VH-010,West,Port,6.39,27.1,"18,34",wallet
T11012295,2025-03-01 17:42:00,DR-1006,VH-023,Port,West,1.8,5.5,"7,01",card
T11012296,2025-01-31 05:16:00,DR-1044,VH-002,West,Port,8.38,31.9,"21,97",wallet
T11012297,2025-04-16 11:26:00,DR-1060,VH-024,Suburbs,Centre,2.97,15.2,"11,07",CASH
T11012298,2025-03-24 04:10:00,DR-1020,VH-036,West,Centre,10.01,31.6,"23,76",card
T11012299,2025-06-10 16:50:00,DR-1062,VH-012,Airport,Suburbs,6.3,22.4,"16,92",wallet
T11012300,2025-02-08 04:51:00,DR-1023,VH-006,Port,Port,1.97,9.9,"8,44",card
T11012301,2025-04-03 07:21:00,DR-1007,VH-008,East,West,7.19,28.7,"19,70",card
T11012302,2025-04-14 16:57:00,DR-1043,VH-018,Airport,Port,9.38,26.9,"21,72",card
T11012303,2025-02-07 01:00:00,DR-1060,VH-022,Airport,Airport,4.44,12.6,"12,03",Card
T11012304,2025-05-08 04:31:00,DR-1050,VH-010,Airport,Airport,12.53,44.5,"30,27",Card
T11012305,2025-04-07 13:08:00,DR-1043,VH-022,Centre,Centre,3.81,14.3,"11,79",cash
T11012306,2025-04-28 01:40:00,DR-1003,VH-013,Airport,North,2.69,13.1,"10,16",cash
T11012307,2025-01-01 02:18:00,DR-1035,VH-011,Suburbs,Centre,2.52,14.4,"10,33",cash
T11012308,2025-02-08 05:28:00,DR-1048,VH-005,East,Suburbs,6.47,24.3,"17,64",CASH
T11012309,2025-01-06 04:38:00,DR-1029,VH-035,East,Suburbs,2.82,13.7,"10,48",Card
T11012310,2025-03-31 17:33:00,DR-1014,VH-019,Port,North,3.76,11.0,"10,80",Card
T11012311,2025-04-25 07:59:00,DR-1020,VH-005,Airport,Centre,6.35,24.6,"17,59",Card
T11012312,2025-01-03 14:36:00,DR-1022,VH-009,Port,Centre,3.6,10.9,"10,59",cash
T11012313,2025-05-11 01:36:00,DR-1045,VH-014,Port,East,4.89,20.2,"14,68",wallet
T11012314,2025-06-08 06:23:00,DR-1023,VH-007,Centre,Centre,4.08,15.7,"12,49",Card
T11012315,2025-03-27 21:02:00,DR-1026,VH-042,Port,Airport,9.33,29.8,"22,47",wallet
T11012316,2025-06-04 16:20:00,DR-1009,VH-027,West,Suburbs,9.0,37.7,"24,31",Card
T11012317,2025-06-06 07:38:00,DR-1055,VH-022,Centre,Airport,0.83,4.4,"5,59",CASH
T11012318,2025-04-27 20:43:00,DR-1004,VH-028,West,Suburbs,5.65,18.9,"15,19",wallet
T11012319,2025-02-06 22:49:00,DR-1053,VH-008,Suburbs,Suburbs,13.27,59.4,"35,29",CASH
T11012320,2025-02-07 16:31:00,DR-1015,VH-012,Suburbs,Suburbs,2.79,15.8,"11,03",card
T11012321,2025-05-19 22:07:00,DR-1032,VH-028,Centre,Port,10.68,34.3,"25,29",CASH
T11012322,2025-04-04 12:50:00,DR-1067,VH-001,Airport,Centre,14.89,62.6,"38,05",Card
T11012323,2025-01-23 09:04:00,DR-1036,VH-005,East,Port,27.89,91.4,"61,07",wallet
T11012324,2025-03-24 16:41:00,DR-1012,VH-029,Port,Port,5.97,22.9,"16,68",wallet
T11012325,2025-04-22 18:00:00,DR-1018,VH-025,Airport,,1.91,12.3,"9,04",CASH
T11012326,2025-01-30 23:08:00,DR-1048,VH-002,West,Airport,1.61,9.6,"7,94",card
T11012327,2025-04-23 20:20:00,DR-1023,VH-025,Port,East,9.19,30.5,"22,51",wallet
T11012328,2025-04-04 15:37:00,DR-1042,VH-018,West,Centre,3.53,12.8,"11,04",Card
T11012329,2025-05-23 13:43:00,DR-1011,VH-012,Suburbs,East,10.24,29.6,"23,46",CASH
T11012330,2025-05-26 04:20:00,DR-1051,VH-024,Suburbs,Suburbs,0.97,4.6,"5,80",CASH
T11012331,2025-01-25 17:51:00,DR-1024,VH-014,West,East,5.79,27.7,"17,81",wallet
T11012332,2025-01-22 04:20:00,DR-1046,VH-037,Airport,East,4.82,15.2,"13,20",card
T11012333,2025-06-13 06:14:00,DR-1002,VH-023,Suburbs,East,7.11,33.7,"21,01",CASH
T11012334,2025-06-21 20:40:00,DR-1066,VH-018,West,Port,2.6,10.6,"9,36",cash
T11012335,2025-04-28 00:01:00,DR-1042,VH-023,Port,West,3.06,11.3,"10,08",wallet
T11012336,2025-04-17 07:12:00,DR-1007,VH-041,Port,Suburbs,5.9,27.8,"17,97",wallet
T11012337,2025-01-19 22:36:00,DR-1003,VH-042,East,Airport,10.6,38.3,"26,31",cash
T11012338,2025-03-06 22:50:00,DR-1052,VH-039,West,Airport,11.74,53.6,"31,91",Card
T11012339,2025-04-26 20:10:00,DR-1060,VH-034,Port,Centre,9.74,34.1,"24,15",Card
T11012340,2025-03-03 01:39:00,DR-1018,VH-037,Port,North,7.15,31.7,"20,50",wallet
T11012341,2025-03-18 18:09:00,DR-1049,VH-004,East,Centre,12.78,54.0,"33,22",Card
T11012342,2025-01-22 04:44:00,DR-1015,VH-010,Suburbs,West,4.68,24.6,"15,67",cash
T11012343,2025-06-30 07:36:00,DR-1005,VH-009,Suburbs,Centre,3.59,15.3,"11,81",CASH
T11012344,2025-06-08 01:38:00,DR-1014,VH-001,Port,Port,8.46,23.4,"19,68",card
T11012345,2025-06-10 16:11:00,DR-1058,VH-013,North,Port,4.57,21.0,"14,54",cash
T11012346,2025-01-20 06:46:00,DR-1054,VH-010,Port,Port,14.62,56.5,"36,03",CASH
T11012347,2025-03-24 13:12:00,DR-1062,VH-033,Port,Port,5.44,23.5,"16,24",card
T11012348,2025-03-09 04:59:00,DR-1015,VH-022,East,Airport,3.63,12.4,"11,05",Card
T11012349,2025-03-28 10:49:00,DR-1041,VH-039,North,Suburbs,6.53,31.8,"19,81",card
T11012350,2025-02-03 08:54:00,DR-1044,VH-009,Airport,East,8.42,38.6,"23,89",cash
T11012351,2025-06-15 14:16:00,DR-1046,VH-024,Port,North,11.53,36.5,"26,88",card
T11012352,2025-06-25 04:05:00,DR-1067,VH-008,Airport,North,3.24,15.7,"11,52",CASH
T11012353,2025-05-09 06:23:00,DR-1038,VH-036,East,Suburbs,6.98,25.4,"18,54",wallet
T11012354,2025-04-29 20:13:00,DR-1036,VH-024,Airport,North,5.44,23.3,"16,18",wallet
T11012355,2025-02-22 00:11:00,DR-1027,VH-035,Suburbs,Port,6.89,22.8,"17,71",CASH
T11012356,2025-06-05 00:44:00,DR-1068,VH-010,Suburbs,West,6.43,21.1,"16,70",Card
T11012357,2025-03-29 20:10:00,DR-1019,VH-040,Centre,Port,12.81,36.8,"28,44",wallet
T11012358,2025-02-22 08:11:00,DR-1038,VH-037,Port,North,5.53,21.9,"15,89",card
T11012359,2025-04-11 14:41:00,DR-1023,VH-011,Suburbs,Suburbs,4.59,17.0,"13,44",card
T11012360,2025-03-12 08:18:00,DR-1004,VH-008,Port,Port,4.18,19.0,"13,53",CASH
T11012361,2025-04-05 07:56:00,DR-1054,VH-040,Suburbs,Centre,3.55,16.3,"12,05",CASH
T11012362,2025-05-26 13:14:00,DR-1001,VH-041,West,Port,10.03,34.0,"24,45",Card
T11012363,2025-04-16 11:39:00,DR-1062,VH-011,North,North,6.7,33.1,"20,37",Card
T11012364,2025-05-27 19:53:00,DR-1029,VH-029,West,Airport,4.18,19.9,"13,78",cash
T11012365,2025-03-12 22:06:00,DR-1052,VH-007,Suburbs,East,5.33,23.7,"16,17",cash
T11012366,2025-06-24 22:10:00,DR-1035,VH-032,Port,Airport,6.33,19.4,"16,11",card
T11012367,2025-02-07 10:09:00,DR-1067,VH-025,Port,Suburbs,0.0,32.8,"20,71",card
T11012368,2025-03-11 06:53:00,DR-1055,VH-036,Centre,Airport,10.29,32.3,"24,28",CASH
T11012369,2025-06-16 04:37:00,DR-1022,VH-034,Airport,Airport,6.91,25.2,"18,40",wallet
T11012370,2025-06-27 09:19:00,DR-1003,VH-023,Airport,Centre,0.0,32.6,"19,89",CASH
T11012371,2025-01-14 07:59:00,DR-1031,VH-015,Suburbs,Suburbs,2.27,11.9,"9,34",card
T11012372,2025-02-03 23:04:00,DR-1068,VH-038,Port,Port,2.9,12.8,"10,32",card
T11012373,2025-05-03 03:13:00,DR-1056,VH-016,Airport,Centre,9.16,37.2,"24,35",CASH
T11012374,2025-06-18 12:17:00,DR-1040,VH-013,North,Airport,3.48,19.6,"12,89",card
