txn_date,vehicle_id,litres,price_per_litre,total_cost,station,card_ref
26/12/2025,VH-038,"12,62","0,436","€ 5,50",Avin,FC729715
19/05/2025,VH-038,"22,10","0,338","€ 7,47",Avin,FC226639
20/03/2026,VH-038,"17,50","0,511","€ 8,94",Avin,FC945586
28/07/2025,VH-038,"19,83","0,366","€ 7,26",Avin,FC797298
06/02/2026,VH-038,"27,24","0,290","€ 7,90",Avin,FC286870
05/04/2025,VH-038,"21,09","0,395","€ 8,33",BP,FC301203
29/01/2025,VH-038,"19,22","0,417","€ 8,02",BP,FC984953
18/06/2025,VH-038,"7,28","0,494","€ 3,60",shell,FC745940
22/04/2025,VH-038,"23,36","0,305","€ 7,12",EKO,FC881647
15/08/2025,VH-038,"13,77","0,430","€ 5,92",shell,FC778392
11/04/2026,VH-038,"23,01","0,372","€ 8,56",Avin,FC186016
31/05/2026,VH-038,"17,69","0,465","€ 8,22",EKO,FC204699
28/02/2025,VH-038,,"0,381","€ 8,84",Shell,FC655552
16/04/2026,VH-038,"12,51","0,472","€ 5,91",eko,FC560774
14/07/2025,VH-038,"17,99","0,445","€ 8,01",shell,FC912468
20/01/2025,VH-038,"14,57","0,461","€ 6,72",Shell,FC267179
09/03/2026,VH-038,"12,86","0,401","€ 5,16",EKO,FC538723
25/08/2025,VH-038,"22,33","0,350","€ 7,82",eko,FC580635
01/02/2025,VH-038,"17,15","0,291","€ 4,99",Avin,FC973031
02/02/2025,VH-038,"10,70","0,516","€ 5,52",Shell,FC948785
28/05/2026,VH-038,"17,52","0,342","€ 5,99",Avin,FC624863
21/03/2026,VH-038,"16,73","0,453","€ 7,58",eko,FC255195
01/10/2025,VH-038,"9,94","0,518","€ 5,15",BP,FC995703
28/02/2025,VH-038,"20,17","0,282","€ 5,69",Avin,FC593796
27/05/2025,VH-038,"18,55","0,358","€ 6,64",Avin,FC438147
27/03/2025,VH-038,"17,27","0,499","€ 8,62",shell,FC274948
23/11/2025,VH-038,"18,47","0,479","€ 8,85",BP,FC442679
14/03/2025,VH-038,"15,17","0,508","€ 7,70",Avin,FC312734
26/11/2025,VH-038,"14,76","0,409","€ 6,04",Shell,FC980791
10/05/2026,VH-038,"22,78","0,364","€ 8,29",eko,FC189305
03/02/2025,VH-038,"22,58","0,302","€ 6,82",Shell,FC850723
12/06/2026,VH-038,"22,32","0,357","€ 7,97",Shell,FC715816
02/01/2025,VH-038,"20,96","0,394","€ 8,26",shell,FC690617
05/03/2026,VH-038,"21,74","0,312","€ 6,78",shell,FC144484
15/03/2025,VH-038,"35,60","0,282","€ 10,04",Avin,FC761344
21/01/2026,VH-038,"16,24","0,433","€ 7,03",Shell,FC473352
26/02/2025,VH-038,"14,89","0,346","€ 5,15",Avin,FC998725
15/10/2025,VH-038,"8,65","0,510","€ 4,41",eko,FC100072
30/12/2025,VH-038,"8,64","0,496","€ 4,28",EKO,FC603239
31/03/2025,VH-038,"18,55","0,436","€ 8,09",BP,FC194134
25/04/2025,VH-038,"24,64","0,331","€ 8,15",shell,FC281085
04/03/2025,VH-038,"15,45","0,518","€ 8,00",Shell,FC780986
22/09/2025,VH-038,"12,91","0,490","€ 6,33",eko,FC312493
27/02/2025,VH-038,"23,77","0,442","€ 10,51",EKO,FC481501
29/06/2025,VH-038,"14,26","0,465","€ 6,63",EKO,FC444268
13/10/2025,VH-038,"12,06","0,357","€ 4,31",EKO,FC429275
14/09/2025,VH-038,"11,07","0,457","€ 5,06",BP,FC720938
21/03/2025,VH-038,"23,29","0,318","€ 7,41",BP,FC116137
25/09/2025,VH-038,"19,51","0,434","€ 8,47",eko,FC783504
29/06/2025,VH-038,"6,71","0,453","€ 3,04",eko,FC956626
10/04/2026,VH-038,"17,27","0,304","€ 5,25",BP,FC829059
05/07/2026,VH-038,"15,30","0,479","€ 7,33",EKO,FC810524
07/09/2025,VH-038,"14,68","0,494","€ 7,25",Shell,FC232190
24/05/2025,VH-038,"14,16","0,422","€ 5,98",EKO,FC657508
12/08/2025,VH-038,"23,23","0,376","€ 8,73",eko,FC137749
01/01/2025,VH-038,"16,14","0,307","€ 4,95",Avin,FC104885
18/04/2025,VH-038,"10,40","0,482","€ 5,01",Shell,FC795446
30/05/2025,VH-038,,"0,356","€ 3,75",shell,FC516039
10/01/2026,VH-038,"14,36","0,497","€ 7,14",Avin,FC337627
11/08/2025,VH-038,"16,10","0,465","€ 7,49",Shell,FC975293
20/10/2025,VH-038,"23,14","0,296","€ 6,85",Avin,FC375209
13/11/2025,VH-038,"20,55","0,295","€ 6,06",shell,FC740531
06/01/2026,VH-038,"12,74","0,458","€ 5,83",EKO,FC733562
07/06/2025,VH-038,"22,57","0,298","€ 6,73",Avin,FC916480
17/02/2025,VH-038,"27,19","0,353","€ 9,60",shell,FC718662
30/01/2026,VH-038,"15,27","0,374","€ 5,71",Avin,FC291390
23/05/2026,VH-038,"15,17","0,493","€ 7,48",shell,FC378907
04/07/2025,VH-038,"21,16","0,318","€ 6,73",BP,FC914273
17/10/2025,VH-038,"26,68","0,394","€ 10,51",Avin,FC410245
19/04/2025,VH-038,"19,99","0,320","€ 6,40",BP,FC640276
25/10/2025,VH-038,"15,88","0,431","€ 6,84",shell,FC955174
16/02/2026,VH-038,"15,88","0,390","€ 6,19",BP,FC141114
08/02/2026,VH-038,"14,92","0,517","€ 7,71",EKO,FC171068
24/11/2025,VH-038,"12,50","0,512","€ 6,40",Avin,FC696664
23/12/2025,VH-038,"19,39","0,447","€ 8,67",shell,FC228668
06/10/2025,VH-038,"18,11","0,312","€ 5,65",shell,FC308846
05/04/2026,VH-038,"15,82","0,436","€ 6,90",Avin,FC110073
05/07/2026,VH-038,"12,76","0,508","€ 6,48",eko,FC839856
05/03/2026,VH-038,"24,21","0,454","€ 10,99",Shell,FC408732
17/10/2025,VH-038,"15,22","0,341","€ 5,19",shell,FC743831
19/12/2025,VH-038,"15,40","0,406","€ 6,25",BP,FC345350
02/11/2025,VH-038,"16,90","0,510","€ 8,62",EKO,FC873504
15/03/2026,VH-038,"16,00","0,412","€ 6,59",Shell,FC685043
12/10/2025,VH-038,"20,34","0,317","€ 6,45",shell,FC721615
12/09/2025,VH-038,"14,98","0,402","€ 6,02",shell,FC449865
16/02/2026,VH-038,"14,67","0,363","€ 5,33",BP,FC768076
15/03/2025,VH-038,"17,97","0,487","€ 8,75",EKO,FC448649
10/05/2025,VH-038,"12,29","0,504","€ 6,20",shell,FC919282
19/04/2025,VH-038,,"0,329","€ 7,62",Avin,FC153809
03/08/2025,VH-038,"9,20","0,515","€ 4,74",EKO,FC353683
16/12/2025,VH-038,"22,79","0,333","€ 7,59",Avin,FC852316
01/06/2025,VH-038,"8,79","0,501","€ 4,40",eko,FC572168
24/03/2025,VH-038,"21,15","0,281","€ 5,94",Shell,FC874581
04/11/2025,VH-038,"11,61","0,460","€ 5,34",Shell,FC387010
04/09/2025,VH-038,"19,71","0,313","€ 6,17",eko,FC923694
06/02/2025,VH-038,"11,41","0,487","€ 5,56",Avin,FC969698
22/02/2025,VH-038,"8,74","0,458","€ 4,00",Shell,FC164835
17/02/2025,VH-038,"17,08","0,334","€ 5,70",shell,FC682372
31/05/2026,VH-038,"11,75","0,468","€ 5,50",shell,FC493214
08/08/2025,VH-038,"23,88","0,321","€ 7,66",BP,FC641539
29/03/2025,VH-038,"12,89","0,508","€ 6,55",EKO,FC210063
22/03/2025,VH-038,"26,05","0,308","€ 8,02",shell,FC641921
04/07/2026,VH-038,"28,99","0,333","€ 9,65",Avin,FC222098
31/05/2026,VH-038,"15,13","0,355","€ 5,37",shell,FC465374
09/05/2026,VH-038,"9,70","0,359","€ 3,48",BP,FC784993
10/04/2025,VH-038,"22,01","0,325","€ 7,15",EKO,FC116194
17/08/2025,VH-038,"11,72","0,487","€ 5,71",shell,FC158058
26/12/2025,VH-038,"15,01","0,442","€ 6,64",Avin,FC254466
01/04/2025,VH-038,"15,61","0,498","€ 7,77",eko,FC918832
20/02/2025,VH-038,"16,08","0,453","€ 7,28",EKO,FC294527
29/06/2026,VH-038,"22,16","0,309","€ 6,85",shell,FC936084
16/05/2026,VH-038,"25,87","0,321","€ 8,30",eko,FC547050
24/01/2026,VH-038,"12,13","0,484","€ 5,87",BP,FC660250
29/01/2025,VH-038,"14,31","0,354","€ 5,06",eko,FC574689
29/11/2025,VH-038,"35,50","0,288","€ 10,22",shell,FC469859
30/10/2025,VH-038,"13,38","0,360","€ 4,82",BP,FC277132
20/11/2025,VH-038,"23,01","0,315","€ 7,25",Avin,FC167086
11/12/2025,VH-038,"23,48","0,306","€ 7,18",Shell,FC964234
16/04/2026,VH-038,"22,73","0,380","€ 8,64",EKO,FC590508
12/06/2025,VH-038,"24,07","0,343","€ 8,26",eko,FC133062
08/09/2025,VH-038,"14,81","0,359","€ 5,32",Avin,FC469066
13/03/2025,VH-038,"20,13","0,407","€ 8,19",EKO,FC883223
16/01/2026,VH-038,"20,91","0,328","€ 6,86",Avin,FC573130
22/02/2025,VH-038,"18,19","0,389","€ 7,08",Avin,FC730269
02/09/2025,VH-038,"16,64","0,473","€ 7,87",shell,FC405992
15/07/2025,VH-038,"20,54","0,320","€ 6,57",EKO,FC601537
10/03/2025,VH-038,"14,71","0,487","€ 7,16",Shell,FC460180
08/05/2025,VH-038,"11,78","0,450","€ 5,30",Shell,FC433904
12/06/2025,VH-038,"24,43","0,281","€ 6,87",Shell,FC710003
04/05/2025,VH-038,"15,64","0,472","€ 7,38",Avin,FC252553
08/10/2025,VH-038,"21,66","0,337","€ 7,30",shell,FC852480
18/06/2025,VH-038,"24,68","0,373","€ 9,21",Avin,FC953746
18/06/2025,VH-038,"15,05","0,514","€ 7,74",BP,FC732479
21/04/2026,VH-038,"11,41","0,508","€ 5,79",shell,FC631379
16/02/2025,VH-038,"17,69","0,281","€ 4,97",eko,FC914792
21/02/2026,VH-038,"22,12","0,289","€ 6,39",EKO,FC261621
06/11/2025,VH-038,"24,43","0,355","€ 8,67",shell,FC485211
01/09/2025,VH-038,"9,70","0,470","€ 4,56",BP,FC705138
17/10/2025,VH-038,"17,67","0,410","€ 7,25",EKO,FC910055
03/09/2025,VH-038,"10,89","0,337","€ 3,67",EKO,FC750703
28/02/2025,VH-038,"13,38","0,398","€ 5,32",Avin,FC558057
06/01/2025,VH-038,"21,86","0,391","€ 8,55",Shell,FC443717
19/01/2025,VH-038,"25,91","0,319","€ 8,27",Shell,FC175545
03/11/2025,VH-038,,"0,360","€ 7,65",shell,FC936868
20/02/2025,VH-038,"18,03","0,441","€ 7,95",Avin,FC446559
02/06/2025,VH-038,"14,20","0,470","€ 6,68",shell,FC504537
13/08/2025,VH-038,"13,75","0,449","€ 6,17",Avin,FC314795
13/08/2025,VH-038,"24,77","0,291","€ 7,21",EKO,FC546014
13/10/2025,VH-038,"15,45","0,449","€ 6,94",Avin,FC655041
09/07/2026,VH-038,"22,78","0,379","€ 8,63",shell,FC560127
13/02/2025,VH-038,"8,46","0,510","€ 4,32",eko,FC514361
01/03/2026,VH-038,"14,26","0,509","€ 7,26",BP,FC378303
08/03/2025,VH-038,"14,49","0,287","€ 4,16",eko,FC930094
31/03/2025,VH-038,"13,08","0,288","€ 3,77",Avin,FC721826
11/03/2025,VH-038,"19,79","0,341","€ 6,75",Avin,FC520066
16/09/2025,VH-038,"15,90","0,383","€ 6,09",eko,FC178109
11/02/2026,VH-038,"24,32","0,401","€ 9,75",BP,FC235203
08/02/2025,VH-038,"20,19","0,471","€ 9,51",EKO,FC674568
29/04/2026,VH-039,"42,23","0,429","€ 18,12",BP,FC636154
03/02/2025,VH-039,"32,50","0,437","€ 14,20",shell,FC689352
21/09/2025,VH-039,"50,44","0,341","€ 17,20",Avin,FC675550
21/08/2025,VH-039,"30,16","0,294","€ 8,87",Shell,FC909539
20/11/2025,VH-039,"30,79","0,377","€ 11,61",Avin,FC588759
22/01/2025,VH-039,"19,23","0,474","€ 9,12",EKO,FC603003
25/01/2026,VH-039,"51,27","0,365","€ 18,71",eko,FC538135
17/09/2025,VH-039,"37,23","0,360","€ 13,40",eko,FC622501
09/01/2025,VH-039,"21,48","0,491","€ 10,55",Avin,FC732381
28/10/2025,VH-039,"48,76","0,303","€ 14,77",EKO,FC987125
18/11/2025,VH-039,"35,39","0,339","€ 12,00",EKO,FC813970
18/10/2025,VH-039,"36,25","0,303","€ 10,98",EKO,FC513251
12/10/2025,VH-039,"34,70","0,352","€ 12,21",Shell,FC803552
30/07/2025,VH-039,"39,81","0,482","€ 19,19",EKO,FC150418
12/01/2026,VH-039,"41,29","0,289","€ 11,93",Avin,FC918606
22/05/2026,VH-039,"49,12","0,324","€ 15,91",EKO,FC492125
01/08/2025,VH-039,"42,43","0,366","€ 15,53",eko,FC362805
03/06/2026,VH-039,"33,52","0,386","€ 12,94",BP,FC976570
03/06/2026,VH-039,"28,10","0,288","€ 8,09",BP,FC392413
09/07/2025,VH-039,"37,85","0,348","€ 13,17",Avin,FC477872
13/11/2025,VH-039,"28,96","0,430","€ 12,45",BP,FC163552
08/06/2026,VH-039,"21,57","0,477","€ 10,29",Shell,FC963324
05/06/2025,VH-039,"15,11","0,370","€ 5,59",BP,FC123703
04/01/2025,VH-039,"25,81","0,430","€ 11,10",EKO,FC222170
16/01/2026,VH-039,"22,10","0,477","€ 10,54",Shell,FC435300
01/08/2025,VH-039,"19,83","0,514","€ 10,19",Shell,FC200583
21/06/2026,VH-039,"28,36","0,513","€ 14,55",BP,FC616611
23/05/2026,VH-039,"58,77","0,283","€ 16,63",eko,FC503897
20/10/2025,VH-039,"36,02","0,308","€ 11,09",eko,FC269757
04/09/2025,VH-039,"41,61","0,380","€ 15,81",shell,FC830291
22/05/2026,VH-039,"10,71","0,303","€ 3,25",Shell,FC189053
11/04/2025,VH-039,"43,10","0,392","€ 16,90",Shell,FC911792
11/08/2025,VH-039,"19,78","0,518","€ 10,25",Avin,FC291452
13/11/2025,VH-039,"23,70","0,489","€ 11,59",eko,FC258609
06/10/2025,VH-039,"35,03","0,352","€ 12,33",shell,FC985162
23/06/2025,VH-039,"37,84","0,461","€ 17,45",eko,FC341547
27/03/2025,VH-039,"21,49","0,318","€ 6,83",Avin,FC217539
24/02/2026,VH-039,"22,61","0,452","€ 10,22",eko,FC637938
01/07/2026,VH-039,"6,54","0,512","€ 3,35",EKO,FC603689
09/11/2025,VH-039,"36,91","0,371","€ 13,70",Shell,FC787111
10/11/2025,VH-039,"20,85","0,419","€ 8,74",BP,FC643409
02/01/2026,VH-039,"25,80","0,468","€ 12,07",BP,FC712331
06/07/2026,VH-039,"29,74","0,465","€ 13,83",shell,FC208394
31/05/2026,VH-039,"15,63","0,433","€ 6,77",Avin,FC864958
10/02/2026,VH-039,"42,75","0,348","€ 14,88",eko,FC954501
25/03/2025,VH-039,"34,84","0,506","€ 17,63",shell,FC782297
23/05/2025,VH-039,"25,45","0,508","€ 12,93",Shell,FC371037
10/09/2025,VH-039,"28,24","0,466","€ 13,16",Avin,FC288843
15/05/2025,VH-039,"11,96","0,519","€ 6,21",Avin,FC990260
02/04/2025,VH-039,"29,95","0,486","€ 14,56",Shell,FC856144
13/06/2025,VH-039,"27,00","0,495","€ 13,36",BP,FC845257
22/03/2025,VH-039,"45,97","0,301","€ 13,84",BP,FC116796
03/02/2025,VH-039,"10,68","0,455","€ 4,86",Shell,FC564992
14/01/2026,VH-039,"43,91","0,360","€ 15,81",Shell,FC954923
23/04/2026,VH-039,"29,63","0,330","€ 9,78",BP,FC115741
28/01/2026,VH-039,"25,25","0,439","€ 11,08",Avin,FC243284
28/02/2025,VH-039,"29,15","0,464","€ 13,53",EKO,FC369717
01/01/2026,VH-039,"25,93","0,494","€ 12,81",shell,FC598144
13/05/2026,VH-039,"28,78","0,479","€ 13,79",eko,FC745801
16/04/2026,VH-039,"38,83","0,363","€ 14,10",BP,FC236346
16/09/2025,VH-039,"12,82","0,438","€ 5,62",eko,FC103479
19/08/2025,VH-039,"23,89","0,496","€ 11,85",BP,FC929694
04/12/2025,VH-039,"40,51","0,375","€ 15,19",BP,FC951760
01/02/2025,VH-039,"34,63","0,387","€ 13,40",EKO,FC492752
13/12/2025,VH-039,"18,08","0,447","€ 8,08",eko,FC929038
20/02/2025,VH-039,"34,27","0,308","€ 10,55",Avin,FC261600
10/06/2025,VH-039,,"0,335","€ 12,82",shell,FC649497
04/02/2026,VH-039,"27,19","0,374","€ 10,17",BP,FC386962
09/05/2026,VH-039,"28,17","0,396","€ 11,16",eko,FC780373
15/09/2025,VH-039,"39,18","0,389","€ 15,24",shell,FC417135
01/01/2026,VH-039,"25,71","0,344","€ 8,85",shell,FC488909
07/05/2025,VH-039,"27,19","0,455","€ 12,37",shell,FC769381
13/11/2025,VH-039,"28,17","0,394","€ 11,10",Shell,FC102049
22/11/2025,VH-039,"23,81","0,372","€ 8,86",shell,FC623333
16/09/2025,VH-039,"29,04","0,389","€ 11,30",Shell,FC612987
20/02/2025,VH-039,"30,20","0,379","€ 11,45",eko,FC853081
08/07/2025,VH-039,"41,15","0,323","€ 13,29",Avin,FC223027
28/12/2025,VH-039,"20,22","0,490","€ 9,91",Avin,FC454535
11/03/2025,VH-039,"45,67","0,301","€ 13,75",shell,FC551007
26/08/2025,VH-039,"26,59","0,409","€ 10,88",shell,FC927350
04/01/2026,VH-039,"29,05","0,419","€ 12,17",eko,FC136524
23/06/2025,VH-039,"57,13","0,313","€ 17,88",eko,FC116009
12/02/2025,VH-039,"29,47","0,387","€ 11,40",EKO,FC964660
24/11/2025,VH-039,"28,33","0,484","€ 13,71",shell,FC125552
29/01/2026,VH-039,"31,03","0,516","€ 16,01",shell,FC747323
13/07/2025,VH-039,"37,19","0,297","€ 11,05",eko,FC890983
27/07/2025,VH-039,"46,15","0,298","€ 13,75",Shell,FC273339
02/01/2026,VH-039,"30,76","0,383","€ 11,78",EKO,FC582011
18/02/2025,VH-039,"30,81","0,398","€ 12,26",shell,FC775033
03/12/2025,VH-039,"26,90","0,445","€ 11,97",eko,FC523839
30/06/2025,VH-039,"34,97","0,396","€ 13,85",Shell,FC993557
22/09/2025,VH-039,"24,17","0,346","€ 8,36",shell,FC508295
08/05/2025,VH-039,"26,46","0,328","€ 8,68",BP,FC510153
18/04/2025,VH-039,"47,57","0,295","€ 14,03",EKO,FC604890
02/06/2025,VH-039,"29,37","0,376","€ 11,04",Shell,FC213798
18/07/2025,VH-039,"28,41","0,334","€ 9,49",eko,FC866959
11/06/2025,VH-039,"19,03","0,378","€ 7,19",eko,FC407405
29/04/2026,VH-039,"31,52","0,377","€ 11,88",Shell,FC341713
01/07/2026,VH-039,"33,31","0,496","€ 16,52",Shell,FC794100
04/09/2025,VH-039,"30,35","0,461","€ 13,99",EKO,FC342970
11/06/2025,VH-039,"23,95","0,351","€ 8,41",EKO,FC553739
06/07/2025,VH-039,"39,74","0,356","€ 14,15",BP,FC824871
29/03/2025,VH-039,"21,27","0,427","€ 9,08",shell,FC129380
14/05/2025,VH-039,"43,31","0,337","€ 14,59",BP,FC517952
17/03/2025,VH-039,"54,57","0,282","€ 15,39",EKO,FC787392
03/08/2025,VH-039,"35,27","0,420","€ 14,81",EKO,FC305892
13/01/2026,VH-039,"29,22","0,341","€ 9,96",BP,FC451023
11/07/2025,VH-039,"37,51","0,407","€ 15,27",Shell,FC683009
24/05/2026,VH-039,"38,13","0,340","€ 12,96",Avin,FC503169
19/10/2025,VH-039,"19,72","0,481","€ 9,49",Avin,FC791455
03/05/2025,VH-039,"63,06","0,284","€ 17,91",BP,FC465493
20/02/2025,VH-039,"34,61","0,425","€ 14,71",BP,FC929927
05/03/2026,VH-039,"25,74","0,518","€ 13,33",EKO,FC697393
05/08/2025,VH-039,"37,28","0,479","€ 17,86",EKO,FC659909
17/09/2025,VH-039,"32,70","0,382","€ 12,49",eko,FC366666
12/12/2025,VH-039,"36,43","0,425","€ 15,48",Shell,FC897671
16/06/2026,VH-039,"40,52","0,317","€ 12,85",EKO,FC428179
24/05/2026,VH-039,"48,00","0,295","€ 14,16",shell,FC781732
20/06/2025,VH-039,"28,63","0,482","€ 13,80",shell,FC201669
10/03/2025,VH-039,"15,31","0,407","€ 6,23",eko,FC346397
20/04/2025,VH-039,"23,28","0,385","€ 8,96",Shell,FC616389
23/11/2025,VH-039,"60,70","0,326","€ 19,79",EKO,FC948205
16/02/2025,VH-039,"22,77","0,386","€ 8,79",BP,FC650942
02/12/2025,VH-039,"52,49","0,312","€ 16,38",EKO,FC613897
01/02/2026,VH-039,"38,41","0,452","€ 17,36",Avin,FC487509
19/07/2025,VH-039,"30,15","0,434","€ 13,09",eko,FC836537
23/09/2025,VH-039,"28,07","0,320","€ 8,98",Avin,FC933872
10/03/2026,VH-039,"36,55","0,508","€ 18,57",EKO,FC708498
05/01/2025,VH-039,"43,60","0,318","€ 13,87",shell,FC922053
22/07/2025,VH-039,"45,71","0,311","€ 14,22",EKO,FC519585
08/03/2025,VH-039,"37,32","0,385","€ 14,37",eko,FC724676
12/04/2025,VH-039,"41,96","0,360","€ 15,11",BP,FC373474
05/05/2025,VH-039,"32,46","0,444","€ 14,41",BP,FC420244
23/01/2026,VH-039,"26,05","0,412","€ 10,73",Shell,FC677185
24/10/2025,VH-039,"43,81","0,333","€ 14,59",eko,FC735215
13/11/2025,VH-039,"33,79","0,415","€ 14,02",EKO,FC512223
30/04/2025,VH-039,"46,90","0,294","€ 13,79",Avin,FC194131
05/12/2025,VH-039,"44,61","0,292","€ 13,03",Shell,FC838501
18/06/2025,VH-039,"18,39","0,457","€ 8,40",Shell,FC708598
16/10/2025,VH-039,"38,26","0,332","€ 12,70",shell,FC547003
07/12/2025,VH-039,"25,32","0,350","€ 8,86",eko,FC766493
21/12/2025,VH-039,"35,01","0,395","€ 13,83",EKO,FC182608
07/10/2025,VH-039,"20,53","0,453","€ 9,30",Avin,FC545374
14/03/2026,VH-039,"40,18","0,347","€ 13,94",eko,FC243685
29/03/2026,VH-039,"44,22","0,387","€ 17,11",eko,FC809444
25/03/2025,VH-039,"19,83","0,456","€ 9,04",Avin,FC785227
03/08/2025,VH-039,"32,70","0,389","€ 12,72",shell,FC300690
16/09/2025,VH-039,"25,15","0,477","€ 12,00",EKO,FC377507
25/02/2026,VH-039,"21,96","0,482","€ 10,59",Avin,FC916031
05/09/2025,VH-039,"34,16","0,437","€ 14,93",eko,FC701122
15/06/2025,VH-040,"14,81","1,933","€ 28,63",BP,FC361936
11/03/2026,VH-040,"6,25","1,717","€ 10,73",Avin,FC243031
05/10/2025,VH-040,"12,82","1,623","€ 20,81",EKO,FC708385
05/02/2026,VH-040,"11,47","1,845","€ 21,17",Avin,FC635191
11/04/2026,VH-040,"11,52","1,643","€ 18,92",EKO,FC769306
16/01/2025,VH-040,"5,14","1,753","€ 9,01",shell,FC394024
29/05/2025,VH-040,"10,11","1,854","€ 18,74",BP,FC827905
07/03/2026,VH-040,"9,39","1,604","€ 15,07",EKO,FC624310
08/02/2025,VH-040,"15,46","1,680","€ 25,98",eko,FC573577
02/04/2026,VH-040,"13,56","1,712","€ 23,21",eko,FC801344
08/02/2025,VH-040,"11,62","1,870","€ 21,73",EKO,FC980151
30/05/2026,VH-040,"9,90","1,932","€ 19,12",shell,FC666389
11/07/2025,VH-040,"15,24","1,618","€ 24,67",eko,FC447519
02/04/2026,VH-040,"18,57","1,665","€ 30,92",Avin,FC522115
24/01/2025,VH-040,"10,46","1,537","€ 16,08",shell,FC838322
28/04/2025,VH-040,"13,22","1,839","€ 24,30",BP,FC540400
20/01/2026,VH-040,"15,28","1,731","€ 26,45",EKO,FC640405
04/09/2025,VH-040,"8,04","1,684","€ 13,54",BP,FC439393
13/07/2026,VH-040,,"1,535","€ 23,39",BP,FC127035
07/02/2026,VH-040,"15,49","1,665","€ 25,80",shell,FC964148
28/01/2025,VH-040,"13,61","1,714","€ 23,34",shell,FC488889
30/06/2025,VH-040,"13,37","1,725","€ 23,07",Shell,FC311004
01/10/2025,VH-040,"16,29","1,691","€ 27,54",Avin,FC820168
02/09/2025,VH-040,"6,40","1,729","€ 11,06",shell,FC117700
24/04/2026,VH-040,"14,38","1,644","€ 23,64",Avin,FC394850
25/05/2025,VH-040,"18,17","1,624","€ 29,50",shell,FC639542
27/03/2025,VH-040,"11,78","1,553","€ 18,29",Shell,FC241204
08/01/2026,VH-040,"14,64","1,742","€ 25,51",eko,FC870002
03/12/2025,VH-040,"13,48","1,815","€ 24,47",Avin,FC920125
19/03/2025,VH-040,"9,28","1,839","€ 17,06",Shell,FC659866
01/03/2026,VH-040,"11,01","1,886","€ 20,76",Avin,FC835224
31/08/2025,VH-040,"14,08","1,629","€ 22,94",EKO,FC803754
24/12/2025,VH-040,"11,28","1,750","€ 19,74",Avin,FC468051
27/02/2025,VH-040,"15,11","1,556","€ 23,51",Shell,FC723988
29/06/2025,VH-040,"11,34","1,764","€ 20,01",BP,FC450115
07/09/2025,VH-040,"16,16","1,721","€ 27,80",Shell,FC152698
10/09/2025,VH-040,"13,67","1,866","€ 25,52",EKO,FC693897
18/01/2025,VH-040,"12,35","1,822","€ 22,50",EKO,FC543279
01/09/2025,VH-040,"10,33","1,832","€ 18,93",BP,FC820098
04/12/2025,VH-040,"13,80","1,799","€ 24,83",EKO,FC337469
16/11/2025,VH-040,"14,72","1,862","€ 27,41",eko,FC907928
27/12/2025,VH-040,"6,31","1,709","€ 10,78",shell,FC247650
08/06/2025,VH-040,"15,35","1,916","€ 29,40",Shell,FC775042
18/05/2025,VH-040,"13,93","1,568","€ 21,85",EKO,FC154655
24/02/2025,VH-040,"9,10","1,932","€ 17,58",eko,FC752447
04/05/2026,VH-040,"11,34","1,648","€ 18,69",BP,FC923824
27/11/2025,VH-040,"9,06","1,703","€ 15,43",Shell,FC342924
05/02/2025,VH-040,"14,03","1,582","€ 22,20",Avin,FC968204
28/12/2025,VH-040,"12,07","1,737","€ 20,96",eko,FC629110
05/05/2026,VH-040,"9,38","1,799","€ 16,87",EKO,FC821538
01/01/2026,VH-040,"18,25","1,524","€ 27,81",BP,FC988144
28/04/2025,VH-040,"16,54","1,570","€ 25,97",EKO,FC816080
01/06/2025,VH-040,"11,40","1,916","€ 21,85",Shell,FC164234
10/03/2026,VH-040,"13,08","1,611","€ 21,07",EKO,FC718250
29/03/2025,VH-040,"11,38","1,553","€ 17,68",Avin,FC902767
11/02/2025,VH-040,"11,60","1,761","€ 20,43",Shell,FC436933
01/04/2025,VH-040,"12,82","1,547","€ 19,83",EKO,FC652234
15/11/2025,VH-040,"13,95","1,763","€ 24,60",EKO,FC486329
30/06/2025,VH-040,"15,81","1,692","€ 26,75",shell,FC646804
15/06/2026,VH-040,"12,99","1,642","€ 21,33",Avin,FC446079
01/07/2026,VH-040,"11,08","1,884","€ 20,87",eko,FC828068
09/05/2025,VH-040,"10,43","1,617","€ 16,87",Shell,FC503234
11/05/2026,VH-040,"8,94","1,681","€ 15,03",Avin,FC962296
25/06/2025,VH-040,"21,94","1,622","€ 35,59",Shell,FC492441
02/08/2025,VH-040,"10,40","1,665","€ 17,32",shell,FC630510
23/05/2026,VH-040,"11,20","1,613","€ 18,06",BP,FC643812
15/06/2025,VH-040,"16,63","1,557","€ 25,89",eko,FC218855
24/03/2026,VH-040,"15,22","1,591","€ 24,21",shell,FC173957
26/05/2025,VH-040,"10,63","1,809","€ 19,22",EKO,FC198820
06/03/2026,VH-040,"11,28","1,727","€ 19,48",EKO,FC193060
10/06/2025,VH-040,"12,55","1,625","€ 20,39",eko,FC258397
29/12/2025,VH-040,"15,22","1,763","€ 26,83",eko,FC442653
12/10/2025,VH-040,"9,09","1,636","€ 14,87",BP,FC988293
27/02/2025,VH-040,"10,99","1,767","€ 19,43",EKO,FC120914
